id,name,firstName,lastName,party,chamber,district,title,status,phone,email,website,committees,legisGaGovId
ocd-person/be05ace3-ea73-4f3f-85ae-c5ed313d4cbe,Ginny Ehrhart,Ginny,Ehrhart,Republican,House of Representatives,36,Representative,active,404-656-5024,ginny.ehrhart@house.ga.gov,https://www.legis.ga.gov/members/house/4937,Higher Education; Information and Audits; Interstate Cooperation; Intragovernmental Coordination; Regulated Industries; Technology and Infrastructure Innovation; Transportation,4937
ocd-person/1f7d013a-8861-4e08-b6bf-7c8d36f8107c,Greg Dolezal,Greg,Dolezal,Republican,Senate,27,Senator,active,404-656-0040,greg.dolezal@senate.ga.gov,https://www.legis.ga.gov/members/senate/4925,Appropriations; Assignments; Education and Youth; Finance; Investigations Special; Reapportionment and Redistricting; Regulated Industries and Utilities; Rules; Special Committee on Eliminating Georgia's Income Tax; Transportation,4925
ocd-person/d7bfd125-d343-4acd-a4dc-480daf241af3,Harold Jones,Harold,Jones,Democratic,Senate,22,Senator,active,404-656-0036,harold.jones@senate.ga.gov,https://www.legis.ga.gov/members/senate/851,Administrative Affairs; Banking and Financial Institutions; Ethics; Investigations Special; Judiciary; Public Safety; Reapportionment and Redistricting; Regulated Industries and Utilities; Rules,851
ocd-person/b39e2164-d570-45f2-b271-5e2fbe99c8d6,Holt Persinger,Holt,Persinger,Republican,House of Representatives,119,Representative,active,404-656-6731,holt.persinger@house.ga.gov,https://www.legis.ga.gov/members/house/5060,Budget and Fiscal Affairs Oversight; Economic Development and Tourism; Natural Resources and Environment; Transportation,5060
ocd-person/e73cb2a6-bf3e-4211-a386-142c18a4f607,Houston Gaines,Houston,Gaines,Republican,House of Representatives,120,Representative,active,404-656-0152,houston.gaines@house.ga.gov,https://www.legis.ga.gov/members/house/4955,Appropriations; Insurance; Transportation; Ways and Means,4955
ocd-person/2a68d594-e7d5-49cd-b615-6efb872430c3,Imani Barnes,Imani,Barnes,Democratic,House of Representatives,86,Representative,active,404-656-0202,imani.barnes@house.ga.gov,https://www.legis.ga.gov/members/house/5037,Higher Education; Public and Community Health; Technology and Infrastructure Innovation,5037
ocd-person/f02d369f-2d48-4d8d-853d-77ce5a8810fc,Inga Willis,Inga,Willis,Democratic,House of Representatives,55,Representative,active,404-656-6372,inga.willis@house.ga.gov,https://www.legis.ga.gov/members/house/5027,Agriculture and Consumer Affairs; Economic Development and Tourism; Small Business Development,5027
ocd-person/37602f7b-947e-4067-8f2e-b2fec620643e,Jaclyn Ford,Jaclyn,Ford,Republican,House of Representatives,170,Representative,active,404-656-0325,jaclyn.ford@house.ga.gov,https://www.legis.ga.gov/members/house/5085,Agriculture and Consumer Affairs; Natural Resources and Environment; Rural Development,
ocd-person/fcd57129-480c-4fba-a0d1-7fb369706611,Jaha Howard,Jaha,Howard,Democratic,Senate,35,Senator,active,404-657-2099,jaha.howard@senate.ga.gov,https://www.legis.ga.gov/members/senate/5090,Agriculture and Consumer Affairs; Government Oversight; Higher Education; State and Local Governmental Operations,
ocd-person/dbce462d-74e3-42d3-bd6c-3b9f8eeb69fe,James Burchett,James,Burchett,Republican,House of Representatives,176,Representative,active,404-656-5024,james.burchett@house.ga.gov,https://www.legis.ga.gov/members/house/4967,"Appropriations; Energy, Utilities and Telecommunications; Ethics; Judiciary: Non-Civil; Public and Community Health; Rules; Rural Development; State Properties; Transportation",4967
ocd-person/85740034-23b0-4001-9190-8948bd9f3b37,Jan Jones,Jan,Jones,Republican,House of Representatives,47,Representative,active,404-656-5072,jan.jones@house.ga.gov,https://www.legis.ga.gov/members/house/142,Appropriations; Education; Ethics; Reapportionment and Redistricting; Regulated Industries; Rules; Technology and Infrastructure Innovation,142
ocd-person/0461f02b-df18-4984-8b3b-ada287879d0a,Jasmine Clark,Jasmine,Clark,Democratic,House of Representatives,108,Representative,active,404-656-0287,jasmine.clark@house.ga.gov,https://www.legis.ga.gov/members/house/4953,Banks and Banking; Budget and Fiscal Affairs Oversight; Health; Higher Education; Interstate Cooperation,4953
ocd-person/cb7d8c1d-3c26-4f35-8d37-d1cf8a7ce207,Jason Anavitarte,Jason,Anavitarte,Republican,Senate,31,Senator,active,404-656-0085,jason.anavitarte@senate.ga.gov,https://www.legis.ga.gov/members/senate/4980,"Administrative Affairs; Appropriations; Assignments; Ethics; Finance; Natural Resources and the Environment; Reapportionment and Redistricting; Rules; Special Committee on Eliminating Georgia's Income Tax; Transportation; Veterans, Military and Homeland Security",4980
ocd-person/584267b0-e40b-4d6e-a7fe-4c076eb6214c,Jason Dickerson,Jason,Dickerson,Republican,Senate,21,Senator,active,404-463-1378,jason.dickerson@senate.ga.gov,https://www.legis.ga.gov/members/senate/5088,"Banking and Financial Institutions; Government Oversight; Natural Resources and the Environment; Public Safety; Transportation; Veterans, Military and Homeland Security",
ocd-person/594aa971-500b-42a4-9d7a-1ceb4c029220,Jason Ridley,Jason,Ridley,Republican,House of Representatives,6,Representative,active,404-656-3947,jason.ridley@house.ga.gov,https://www.legis.ga.gov/members/house/4883,"Appropriations; Banks and Banking; Budget and Fiscal Affairs Oversight; Game, Fish and Parks; Motor Vehicles; Regulated Industries; Ways and Means",4883
ocd-person/38c596a4-df69-4a56-9329-be73f26bc7d5,Jesse Petrea,Jesse,Petrea,Republican,House of Representatives,166,Representative,active,404-656-5115,jesse.petrea@house.ga.gov,https://www.legis.ga.gov/members/house/862,"Appropriations; Game, Fish and Parks; Health; Healthcare Special; Human Relations and Aging; Industry and Labor; Natural Resources and Environment; Public Safety and Homeland Security",862
ocd-person/c862c17f-ed00-41d7-97e5-1138f451a96c,Joe Campbell,Joe,Campbell,Republican,House of Representatives,171,Representative,active,404-656-0254,joe.campbell@house.ga.gov,https://www.legis.ga.gov/members/house/4970,Agriculture and Consumer Affairs; Appropriations; Natural Resources and Environment; Rural Development; Special Rules; State Planning and Community Affairs; Transportation,4970
ocd-person/ac1cac30-3fec-4c56-b172-b483db465a6b,John Albers,John,Albers,Republican,Senate,56,Senator,active,404-463-8055,john.albers@senate.ga.gov,https://www.legis.ga.gov/members/senate/754,Appropriations; Finance; Government Oversight; Public Safety; Regulated Industries and Utilities; Rules; Urban Affairs,754
ocd-person/713cac52-0a57-4baa-8273-6eeca5b491df,John Carson,John,Carson,Republican,House of Representatives,46,Representative,active,404-656-7855,john.carson@house.ga.gov,https://www.legis.ga.gov/members/house/795,"Appropriations; Energy, Utilities and Telecommunications; Insurance; Retirement; Rules; Transportation; Ways and Means",795
ocd-person/a34c9a5a-f307-4c07-b766-3b3b1148d7b1,John Corbett,John,Corbett,Republican,House of Representatives,174,Representative,active,404-656-5105,john.corbett@house.ga.gov,https://www.legis.ga.gov/members/house/859,"Agriculture and Consumer Affairs; Game, Fish and Parks; Motor Vehicles; Natural Resources and Environment; Rural Development; Transportation; Ways and Means",859
ocd-person/9249be26-54d2-467a-88ec-2588b886148d,John LaHood,John,LaHood,Republican,House of Representatives,175,Representative,active,404-656-5105,john.lahood@house.ga.gov,https://www.legis.ga.gov/members/house/4923,"Appropriations; Game, Fish and Parks; Governmental Affairs; Human Relations and Aging; Information and Audits; Public and Community Health; Technology and Infrastructure Innovation",4923
ocd-person/8106e2d8-e1e3-42a8-b550-fbd2627fa474,Johnny Chastain,Johnny,Chastain,Republican,House of Representatives,7,Representative,active,404-656-0325,johnny.chastain@house.ga.gov,https://www.legis.ga.gov/members/house/5057,Banks and Banking; Natural Resources and Environment; Rural Development; Small Business Development,5057
ocd-person/64012657-d026-411c-9525-3232524a5145,Jon Burns,Jon,Burns,Republican,House of Representatives,159,Representative,active,404-656-5020,jon.burns@house.ga.gov,https://www.legis.ga.gov/members/house/73,,73
ocd-person/56f28f8a-9296-4e69-9bd4-d0101a42b359,Jordan Ridley,Jordan,Ridley,Republican,House of Representatives,22,Representative,active,404-656-0254,jordan.ridley@house.ga.gov,https://www.legis.ga.gov/members/house/5019,"Code Revision; Energy, Utilities and Telecommunications; Game, Fish and Parks; Public Safety and Homeland Security",5019
ocd-person/f36d2507-b19a-4ee5-b4f9-5c06df761edf,Joseph Gullett,Joseph,Gullett,Republican,House of Representatives,19,Representative,active,404-463-2248,joseph.gullett@house.ga.gov,https://www.legis.ga.gov/members/house/4936,Appropriations; Banks and Banking; Governmental Affairs; Insurance; Judiciary Juvenile; Judiciary: Non-Civil; Technology and Infrastructure Innovation,4936
ocd-person/0e45048c-c1a4-415f-9ee4-5d09ea857e2e,Josh Bonner,Josh,Bonner,Republican,House of Representatives,73,Representative,active,404-463-7853,josh.bonner@house.ga.gov,https://www.legis.ga.gov/members/house/4893,Appropriations; Creative Arts and Entertainment; Defense and Veterans Affairs; Economic Development and Tourism; Human Relations and Aging; Industry and Labor; Interstate Cooperation,4893
ocd-person/b83b0486-773f-4979-a1ce-e2f7f3e6d7e1,Josh McLaurin,Josh,McLaurin,Democratic,Senate,14,Senator,active,404-463-4228,josh.mclaurin@senate.ga.gov,https://www.legis.ga.gov/members/senate/4942,"Economic Development and Tourism; Retirement; Transportation; Veterans, Military and Homeland Security",4942
ocd-person/8b62e64b-bf80-4967-832b-8fb92cd6c4b3,Jutt Howard,Jutt,Howard,Republican,House of Representatives,71,Representative,active,404-656-0177,justin.howard@house.ga.gov,https://www.legis.ga.gov/members/house/5073,Agriculture and Consumer Affairs; Interstate Cooperation; Natural Resources and Environment,
ocd-person/eb28f991-35c9-4d84-a907-5be56aed1aff,Karen Lupton,Karen,Lupton,Democratic,House of Representatives,83,Representative,active,404-656-0314,karen.lupton@house.ga.gov,https://www.legis.ga.gov/members/house/5035,"Education; Energy, Utilities and Telecommunications; Human Relations and Aging",5035
ocd-person/f8db50e0-08ab-406c-ac8b-39c7038ef5ca,Karen Mathiak,Karen,Mathiak,Republican,House of Representatives,82,Representative,active,404-656-0213,karen.mathiak@house.ga.gov,https://www.legis.ga.gov/members/house/4894,Appropriations; Health; Higher Education; Insurance; Interstate Cooperation; Intragovernmental Coordination; Metropolitan Atlanta Rapid Transit Overview; State Planning and Community Affairs,4894
ocd-person/27365f19-a138-4a9e-9f6e-11352932e5d5,Karla Drenner,Karla,Drenner,Democratic,House of Representatives,85,Representative,active,404-656-0202,karla.drenner@house.ga.gov,https://www.legis.ga.gov/members/house/95,"Energy, Utilities and Telecommunications; Natural Resources and Environment; Public and Community Health; Resource Management Special; Rules; Small Business Development; Urban Affairs",95
ocd-person/4b3fdb35-d3fb-40aa-843e-d3900df37ce4,Karlton Howard,Karlton,Howard,Democratic,House of Representatives,129,Representative,active,404-656-6372,karlton.howard@house.ga.gov,https://www.legis.ga.gov/members/house/5056,Education; Interstate Cooperation; Public and Community Health,5056
ocd-person/97a40ea4-674f-4b84-8fd3-8bc2f3b4a35d,Kasey Carpenter,Kasey,Carpenter,Republican,House of Representatives,4,Representative,active,404-656-7857,kasey.carpenter@house.ga.gov,https://www.legis.ga.gov/members/house/4911,Appropriations; Creative Arts and Entertainment; Higher Education; Industry and Labor; Regulated Industries; Transportation; Ways and Means,4911
ocd-person/bf68b3dc-ca81-49f9-8e33-fe27317183d3,Katie Dempsey,Katie,Dempsey,Republican,House of Representatives,13,Representative,active,404-463-2248,katie.dempsey@house.ga.gov,https://www.legis.ga.gov/members/house/92,"Appropriations; Economic Development and Tourism; Energy, Utilities and Telecommunications; Healthcare Special; Higher Education; Public and Community Health; Rules; Transportation",92
ocd-person/fc31ab02-026c-4173-86db-570c0b297c64,Kay Kirkpatrick,Kay,Kirkpatrick,Republican,Senate,32,Senator,active,404-656-0508,kay.kirkpatrick@senate.ga.gov,https://www.legis.ga.gov/members/senate/4910,"Appropriations; Children and Families; Government Oversight; Health and Human Services; Insurance and Labor; Rules; Veterans, Military and Homeland Security",4910
ocd-person/0a816fbf-e5ec-4056-8b3e-08184400e71b,Kenya Wicks,Kenya,Wicks,Democratic,Senate,34,Senator,active,404-463-1562,kenya.wicks@senate.ga.gov,https://www.legis.ga.gov/members/senate/5065,"Government Oversight; Public Safety; Science and Technology; Urban Affairs; Veterans, Military and Homeland Security",
ocd-person/2f8621bc-0548-457c-8b0d-9148e14b77fe,Kim Jackson,Kim,Jackson,Democratic,Senate,41,Senator,active,404-656-6882,kim.jackson@senate.ga.gov,https://www.legis.ga.gov/members/senate/4981,Appropriations; Children and Families; Ethics; Investigations Special; Public Safety; Reapportionment and Redistricting; Rules,4981
ocd-person/eff357d0-3187-4a7b-93fe-2d54d010b093,Kim Schofield,Kim,Schofield,Democratic,House of Representatives,63,Representative,active,404-656-0298,kim.schoefield@house.ga.gov,https://www.legis.ga.gov/members/house/4916,Creative Arts and Entertainment; Health; Industry and Labor; Small Business Development; Urban Affairs,4916
ocd-person/275b772e-6407-4aaa-8bd6-ceddad1da7fa,Kimberly Alexander,Kimberly,Alexander,Democratic,House of Representatives,66,Representative,active,404-656-7859,kimberly.alexander@house.ga.gov,https://www.legis.ga.gov/members/house/806,Appropriations; Banks and Banking; Economic Development and Tourism; Motor Vehicles; Reapportionment and Redistricting,806
ocd-person/fc1a5e1f-6ce4-47ab-987b-095afa166359,Kimberly New,Kimberly,New,Republican,House of Representatives,40,Representative,active,404-656-0325,kimberly.new@house.ga.gov,https://www.legis.ga.gov/members/house/5030,Appropriations; Intragovernmental Coordination; Motor Vehicles; Natural Resources and Environment; Public Safety and Homeland Security,5030
ocd-person/1d9bb111-bf4f-4e4f-aa63-a2f6a94b566c,L.C. Myles,L.C.,Myles,Democratic,House of Representatives,126,Representative,active,404-656-0265,lc.myles@house.ga.gov,https://www.legis.ga.gov/members/house/5079,Interstate Cooperation; Intragovernmental Coordination; Public Safety and Homeland Security,
ocd-person/ae6e08e3-6971-4cd2-982a-48d650a343d5,Lanny Thomas,Lanny,Thomas,Republican,Senate,53,Senator,active,404-657-7716,Lanny.Thomas@senate.ga.gov,https://www.legis.ga.gov/members/senate/5094,,
ocd-person/44a51125-9e82-41f6-8d4f-a646895b5994,Larry Walker,Larry,Walker,Republican,Senate,20,Senator,active,404-656-0095,larry.walker@senate.ga.gov,https://www.legis.ga.gov/members/senate/4878,Administrative Affairs; Agriculture and Consumer Affairs; Appropriations; Ethics; Insurance and Labor; Investigating Licensing Issues Special; Reapportionment and Redistricting; Regulated Industries and Utilities; Rules; Special Committee on Eliminating Georgia's Income Tax; Transportation,4878
ocd-person/7767ee85-7961-45ba-adc2-c3606b1c39b8,Lauren McDonald,Lauren,McDonald,Republican,House of Representatives,26,Representative,active,404-656-7855,lauren.mcdonald@house.ga.gov,https://www.legis.ga.gov/members/house/4992,"Appropriations; Game, Fish and Parks; Human Relations and Aging; Intragovernmental Coordination; Natural Resources and Environment; Public Safety and Homeland Security; Regulated Industries; Transportation",4992
ocd-person/e11cecf4-f2e5-49d9-ba9e-47681f779438,Lee Anderson,Lee,Anderson,Republican,Senate,24,Senator,active,404-656-5114,lee.anderson@senate.ga.gov,https://www.legis.ga.gov/members/senate/723,Agriculture and Consumer Affairs; Appropriations; Finance; Natural Resources and the Environment; Rules,723
ocd-person/69493144-3e3e-49a8-9e1f-f9a948fd0ff3,Lee Hawkins,Lee,Hawkins,Republican,House of Representatives,27,Representative,active,404-656-7855,lee.hawkins@house.ga.gov,https://www.legis.ga.gov/members/house/19,Appropriations; Banks and Banking; Health; Healthcare Special; Human Relations and Aging; Insurance; Public and Community Health; Regulated Industries; Rules,19
ocd-person/df874c28-6403-42c1-9cbb-0855508cda85,Leesa Hagan,Leesa,Hagan,Republican,House of Representatives,156,Representative,active,404-656-0177,leesa.hagan@house.ga.gov,https://www.legis.ga.gov/members/house/5010,Agriculture and Consumer Affairs; Appropriations; Industry and Labor; Natural Resources and Environment; Rural Development; Transportation,5010
ocd-person/6971bb34-9ea4-4bdc-971e-c1a2c5de344c,Lehman Franklin,Lehman,Franklin,Republican,House of Representatives,160,Representative,active,404-656-0178,lehman.franklin@house.ga.gov,https://www.legis.ga.gov/members/house/5053,Appropriations; Economic Development and Tourism; Interstate Cooperation; Retirement,5053
ocd-person/3a23acfd-5ce6-4e47-b641-1efdab05bdca,Lisa Campbell,Lisa,Campbell,Democratic,House of Representatives,35,Representative,active,404-656-0202,lisa.campbell@house.ga.gov,https://www.legis.ga.gov/members/house/5023,Budget and Fiscal Affairs Oversight; Human Relations and Aging; Interstate Cooperation,5023
ocd-person/7475f989-a4f9-4ac8-9188-26903a012d71,Long Tran,Long,Tran,Democratic,House of Representatives,80,Representative,active,404-656-7859,long.tran@house.ga.gov,https://www.legis.ga.gov/members/house/5034,Creative Arts and Entertainment; Natural Resources and Environment; Technology and Infrastructure Innovation,5034
ocd-person/ee575d7a-b5a1-419c-949d-4aa9290a67a1,Lydia Glaize,Lydia,Glaize,Democratic,House of Representatives,67,Representative,active,404-656-0116,lydia.glaize@house.ga.gov,https://www.legis.ga.gov/members/house/5031,Appropriations; Education; Higher Education,5031
ocd-person/945875f7-f3c5-4c75-acd6-a195a0f76b12,Lynn Smith,Lynn,Smith,Republican,House of Representatives,70,Representative,active,404-656-7149,lynn.smith@house.ga.gov,https://www.legis.ga.gov/members/house/212,Appropriations; Creative Arts and Entertainment; Economic Development and Tourism; Natural Resources and Environment; Reapportionment and Redistricting; Resource Management Special; Rules; Small Business Development,212
ocd-person/8e209d95-2333-4aa2-a628-1bdcec0674f5,Mack Jackson,Mack,Jackson,Democratic,House of Representatives,128,Representative,active,404-656-0314,mack.jackson@house.ga.gov,https://www.legis.ga.gov/members/house/738,Appropriations; Health; Public Safety and Homeland Security; Reapportionment and Redistricting; Rules; Rural Development; Transportation,738
ocd-person/5e12fb82-1f69-46df-9ac5-a09ce51dd95b,Mark Newton,Mark,Newton,Republican,House of Representatives,127,Representative,active,404-656-7855,mark.newton@house.ga.gov,https://www.legis.ga.gov/members/house/4902,Appropriations; Defense and Veterans Affairs; Health; Rules; Small Business Development; Transportation; Urban Affairs; Ways and Means,4902
ocd-person/6552dd8d-1020-4bbb-abfc-88975573ebd4,Martin Momtahan,Martin,Momtahan,Republican,House of Representatives,17,Representative,active,404-656-0178,martin.momtahan@house.ga.gov,https://www.legis.ga.gov/members/house/4935,Appropriations; Code Revision; Creative Arts and Entertainment; Governmental Affairs; Interstate Cooperation; Judiciary; Metropolitan Atlanta Rapid Transit Overview; Motor Vehicles; Special Rules,4935
ocd-person/078246e9-90b8-43aa-bb92-d7016f517b8e,Marty Harbin,Marty,Harbin,Republican,Senate,16,Senator,active,404-656-0078,marty.harbin@senate.ga.gov,https://www.legis.ga.gov/members/senate/850,Banking and Financial Institutions; Ethics; Finance; Government Oversight; Insurance and Labor; Retirement,850
ocd-person/9531d502-440c-48db-83c4-70dfbe9a9ea1,Marvin Lim,Marvin,Lim,Democratic,House of Representatives,98,Representative,active,404-656-0314,marvin.lim@house.ga.gov,https://www.legis.ga.gov/members/house/4999,Agriculture and Consumer Affairs; Appropriations; Health; Retirement,4999
ocd-person/7deae3f1-5548-4afe-9018-e8112945fd8d,Mary Ann Santos,Mary Ann,Santos,Democratic,House of Representatives,117,Representative,active,404-656-0202,maryann.santos@house.ga.gov,https://www.legis.ga.gov/members/house/5078,Code Revision; Judiciary Juvenile; State Properties,
ocd-person/4aec761f-5117-4f43-a487-9d77418f0bfa,Mary Frances Williams,Mary Frances,Williams,Democratic,House of Representatives,37,Representative,active,404-656-0287,maryfrances.williams@house.ga.gov,https://www.legis.ga.gov/members/house/4938,"Energy, Utilities and Telecommunications; Governmental Affairs; Natural Resources and Environment; Retirement",4938
ocd-person/e6ca1b23-0972-4df6-ab04-6186cf9da814,Mary Margaret Oliver,Mary Margaret,Oliver,Democratic,House of Representatives,84,Representative,active,404-656-0265,mary.oliver@house.ga.gov,https://www.legis.ga.gov/members/house/181,Appropriations; Governmental Affairs; Judiciary; Judiciary Juvenile; Metropolitan Atlanta Rapid Transit Overview; Public and Community Health; Technology and Infrastructure Innovation,181
ocd-person/9103b29e-964b-4637-9304-0e73216d7796,Matt Barton,Matt,Barton,Republican,House of Representatives,5,Representative,active,404-656-3947,matt.barton@house.ga.gov,https://www.legis.ga.gov/members/house/4966,"Appropriations; Energy, Utilities and Telecommunications; Health; Industry and Labor; Motor Vehicles; Small Business Development; Transportation; Ways and Means",4966
ocd-person/81b84318-8c9f-467f-a7c1-776d9c415f51,Matt Brass,Matt,Brass,Republican,Senate,6,Senator,active,404-656-0057,matt.brass@senate.ga.gov,https://www.legis.ga.gov/members/senate/4907,Administrative Affairs; Children and Families; Health and Human Services; Natural Resources and the Environment; Regulated Industries and Utilities; Rules,4907
ocd-person/99f0a2a7-8817-4756-a40e-575e259890e7,Matt Dubnik,Matt,Dubnik,Republican,House of Representatives,29,Representative,active,404-463-2246,matt.dubnik@house.ga.gov,https://www.legis.ga.gov/members/house/4886,"Agriculture and Consumer Affairs; Appropriations; Education; Game, Fish and Parks; Higher Education; Judiciary Juvenile; Regulated Industries",4886
ocd-person/c81779f3-65bf-4714-b295-79cac3b0da28,Matt Hatchett,Matt,Hatchett,Republican,House of Representatives,155,Representative,active,404-463-2247,matt.hatchett@house.ga.gov,https://www.legis.ga.gov/members/house/781,"Appropriations; Economic Development and Tourism; Energy, Utilities and Telecommunications; Health; Investigating Licensing Issues Special; Resource Management Special; Rules; Rural Development; Ways and Means",781
ocd-person/0f4f3c5a-1192-4ec1-9698-4aef005b4875,Matt Reeves,Matt,Reeves,Republican,House of Representatives,99,Representative,active,404-656-0152,matt.reeves@house.ga.gov,https://www.legis.ga.gov/members/house/5040,Appropriations; Insurance; Judiciary; Reapportionment and Redistricting,5040
ocd-person/909e9026-e549-494b-be99-e8562a389e0c,Matthew Gambill,Matthew,Gambill,Republican,House of Representatives,15,Representative,active,404-651-7737,matthew.gambill@house.ga.gov,https://www.legis.ga.gov/members/house/4934,Appropriations; Budget and Fiscal Affairs Oversight; Economic Development and Tourism; Higher Education; Human Relations and Aging; Insurance; Natural Resources and Environment,4934
ocd-person/918888ac-edc7-4178-9133-d058f0f21010,Max Burns,Max,Burns,Republican,Senate,23,Senator,active,404-463-1376,max.burns@senate.ga.gov,https://www.legis.ga.gov/members/senate/4979,Agriculture and Consumer Affairs; Appropriations; Children and Families; Economic Development and Tourism; Ethics; Higher Education; Transportation,4979
ocd-person/f0af2586-d535-4e44-bcaa-65239f9390b1,Mekyah McQueen,Mekyah,McQueen,Democratic,House of Representatives,61,Representative,active,404-656-0109,mekyah.mcqueen@house.ga.gov,https://www.legis.ga.gov/members/house/5070,Code Revision; Creative Arts and Entertainment; Special Rules,
ocd-person/68185f1d-fa54-4571-b305-fcd6c7dc024e,Michael Smith,Michael,Smith,Democratic,House of Representatives,41,Representative,active,404-656-0265,michael.smith@house.ga.gov,https://www.legis.ga.gov/members/house/832,Economic Development and Tourism; Interstate Cooperation; Regulated Industries; State Properties; Transportation,832
ocd-person/48b46caf-d38e-46ab-96ff-c268e23a7d76,Michelle Au,Michelle,Au,Democratic,House of Representatives,50,Representative,active,404-656-0314,michelle.au@house.ga.gov,https://www.legis.ga.gov/members/house/4983,Appropriations; Budget and Fiscal Affairs Oversight; Public and Community Health; Special Rules,4983
ocd-person/f4f9be12-5d7c-4fae-8b7b-9e9d19d2282f,Mike Cameron,Mike,Cameron,Republican,House of Representatives,1,Representative,active,404-656-0188,mike.cameron@house.ga.gov,https://www.legis.ga.gov/members/house/4986,Agriculture and Consumer Affairs; Appropriations; Human Relations and Aging; Industry and Labor; Interstate Cooperation; Rural Development,4986
ocd-person/1831cc73-e694-4cea-83a4-b55c3495f76a,Mike Cheokas,Mike,Cheokas,Republican,House of Representatives,151,Representative,active,404-463-7853,mike.cheokas@house.ga.gov,https://www.legis.ga.gov/members/house/81,Appropriations; Code Revision; Creative Arts and Entertainment; Education; Public and Community Health; Small Business Development; Special Rules,81
ocd-person/011995be-4dd0-43b2-ae75-57ae45f53576,Mike Hodges,Mike,Hodges,Republican,Senate,3,Senator,active,404-656-7127,mike.hodges@senate.ga.gov,https://www.legis.ga.gov/members/senate/5013,Banking and Financial Institutions; Economic Development and Tourism; Finance; Health and Human Services; Insurance and Labor; Reapportionment and Redistricting,5013
ocd-person/bad14891-c7bc-4ac4-b23a-fb5ae3878d67,Miriam Paris,Miriam,Paris,Democratic,House of Representatives,142,Representative,active,404-656-0109,miriam.paris@house.ga.gov,https://www.legis.ga.gov/members/house/794,"Appropriations; Economic Development and Tourism; Education; Energy, Utilities and Telecommunications; Urban Affairs",794
ocd-person/c4c6c741-0cb4-4179-b46d-9983421b8fdd,Mitchell Horner,Mitchell,Horner,Republican,House of Representatives,3,Representative,active,404-656-0325,mitchell.horner@house.ga.gov,https://www.legis.ga.gov/members/house/5018,Budget and Fiscal Affairs Oversight; Retirement; Small Business Development; Transportation,5018
ocd-person/7ac30a66-1649-4a8c-a72f-a4b9a7ab1534,Mitchell Scoggins,Mitchell,Scoggins,Republican,House of Representatives,14,Representative,active,404-656-0254,mitchell.scoggins@house.ga.gov,https://www.legis.ga.gov/members/house/4964,Budget and Fiscal Affairs Oversight; Code Revision; Higher Education; Judiciary; Reapportionment and Redistricting; Special Rules; Transportation,4964
ocd-person/bf2c1ec5-d995-4605-85ac-139adb037d99,Nan Orrock,Nan,Orrock,Democratic,Senate,36,Senator,active,404-463-8054,nan.orrock@senate.ga.gov,https://www.legis.ga.gov/members/senate/33,Appropriations; Ethics; Finance; Health and Human Services; Higher Education; Retirement; Special Committee on Eliminating Georgia's Income Tax,33
ocd-person/57ad1f65-9969-4be2-b262-684bf53123fb,Nikki Merritt,Nikki,Merritt,Democratic,Senate,9,Senator,active,404-463-1310,nikki.merritt@senate.ga.gov,https://www.legis.ga.gov/members/senate/4978,Government Oversight; Health and Human Services; Insurance and Labor; Natural Resources and the Environment; Urban Affairs,4978
ocd-person/55074030-4d64-4da0-b68a-5e3945d00f25,Nissa Jones,Nissa,Jones,Democratic,House of Representatives,143,Representative,active,404-656-0314,anissa.jones@house.ga.gov,https://www.legis.ga.gov/members/house/5081,Economic Development and Tourism; Interstate Cooperation; State Planning and Community Affairs,
ocd-person/3252da04-a17e-4298-b19d-9dd2fbf29ded,Noel Williams,Noel,Williams,Republican,House of Representatives,148,Representative,active,404-656-5146,noel.williams@house.ga.gov,https://www.legis.ga.gov/members/house/4960,"Appropriations; Banks and Banking; Game, Fish and Parks; Insurance; Natural Resources and Environment; Retirement; Small Business Development; Ways and Means",4960
ocd-person/fdf78e39-985f-48c3-8ed3-ccf15946871f,Noelle Kahaian,Noelle,Kahaian,Republican,House of Representatives,81,Representative,active,404-656-0177,noelle.kahaian@house.ga.gov,https://www.legis.ga.gov/members/house/5075,"Defense and Veterans Affairs; Energy, Utilities and Telecommunications; State Planning and Community Affairs",
ocd-person/dbb81f07-2181-48dd-b383-19870e08d4fd,Omari Crawford,Omari,Crawford,Democratic,House of Representatives,89,Representative,active,404-656-0314,omari.crawford@house.ga.gov,https://www.legis.ga.gov/members/house/5036,Insurance; Intragovernmental Coordination; Judiciary,5036
ocd-person/5c5ab5cb-54f6-4218-8d1d-a99d36bca436,Park Cannon,Park,Cannon,Democratic,House of Representatives,58,Representative,active,404-656-0287,park.cannon@house.ga.gov,https://www.legis.ga.gov/members/house/4880,Creative Arts and Entertainment; Ethics; Human Relations and Aging; Insurance; Public and Community Health; Urban Affairs,4880
ocd-person/af51c2db-8871-45a4-803d-314fa2b9d18d,Patty Marie Stinson,Patty Marie,Stinson,Democratic,House of Representatives,150,Representative,active,404-656-0213,patty.stinson@house.ga.gov,https://www.legis.ga.gov/members/house/811,Agriculture and Consumer Affairs; Appropriations; Health; Higher Education; Resource Management Special; Rural Development; State Planning and Community Affairs; Ways and Means,811
ocd-person/80928bd9-c963-4b21-954c-c62ee9373064,Phil Olaleye,Phil,Olaleye,Democratic,House of Representatives,59,Representative,active,404-656-0220,phil.olaleye@house.ga.gov,https://www.legis.ga.gov/members/house/5028,Education; Governmental Affairs; Information and Audits,5028
